"genes"	"modules"
"1585"	"TFAP2E"	"M4"
"1586"	"ENTPD2"	"Not.Correlated"
"1587"	"LGI2"	"Not.Correlated"
"1588"	"MAFF"	"M7"
"1589"	"GPC5"	"M3"
"1590"	"PRSS3"	"M2"
"1591"	"THBS1"	"Not.Correlated"
"1592"	"SOX21"	"M3"
"1593"	"ADAMTS9"	"M7"
"1594"	"CNTN3"	"M1"
"1595"	"SGMS2"	"M5"
"1596"	"WDR97"	"M4"
"1597"	"ATP6V1FNB"	"M4"
"1598"	"PTPRR"	"M2"
"1599"	"FZD7"	"M1"
"1600"	"CTSS"	"M8"
"1601"	"C4orf48"	"Not.Correlated"
"1602"	"MMP28"	"M3"
"1603"	"SNCAIP"	"Not.Correlated"
"1604"	"TRHDE"	"M2"
"1605"	"PLAAT4"	"M3"
"1606"	"SATB2"	"M1"
"1607"	"SMOC2"	"Not.Correlated"
"1608"	"KCNC2"	"M1"
"1609"	"GIMAP4"	"M7"
"1610"	"ETNK2"	"M3"
"1611"	"GPR153"	"M1"
"1612"	"FAM229A"	"M1"
"1613"	"PRCD"	"M1"
"1614"	"TSPAN18"	"M1"
"1615"	"AADAT"	"M1"
"1616"	"MORN1"	"M4"
